,r2er,r2,ll,ul
121,0.7623988693015427,0.562699062206136,0.12244897959183673,1.0
122,0.6152937228916999,0.6065679978726299,0.4693877551020408,0.6530612244897959
123,0.9676472970757788,0.9623840784557298,0.9183673469387754,0.979591836734694
124,0.5234328183833381,0.5144401652862309,0.36734693877551017,0.5714285714285714
125,0.9020634503285524,0.6903769897410612,0.2857142857142857,1.0
126,1.0066626697785246,0.9953313637658272,0.9591836734693876,1.0
127,0.909130196301562,0.9001194757550037,0.836734693877551,0.9387755102040816
128,1.0884552451244724,0.94389919329772,0.6530612244897959,1.0
129,0.8435017847603398,0.8405460806209951,0.7755102040816326,0.8571428571428571
130,0.13748270323506684,0.1381917714294006,0.020408163265306117,0.32653061224489793
131,0.8845065336990792,0.8826389241542861,0.836734693877551,0.8979591836734693
132,0.1624424734606616,0.15220319579792585,0.0,0.979591836734694
133,0.7972505754574223,0.7881114435113042,0.6734693877551021,0.8163265306122448
134,0.8952828820378568,0.8898079615554451,0.8163265306122448,0.9183673469387754
135,0.8889492361863578,0.8822492421481455,0.8163265306122448,0.9183673469387754
136,0.9088294978141472,0.9053853846209362,0.8571428571428571,0.9183673469387754
137,0.5900294232827942,0.4031581527403758,0.0,1.0
138,0.8829868965317154,0.8556058883728133,0.7346938775510203,0.9387755102040816
139,0.9787400905979796,0.9739694436695344,0.9387755102040816,1.0
140,0.9621364077108984,0.9610988035594462,0.9387755102040816,0.979591836734694
141,0.9856928377724892,0.9696958418279004,0.9387755102040816,1.0
142,0.8009018325678462,0.7798010192451688,0.6530612244897959,0.8571428571428571
143,0.94101417030498,0.9097773475193018,0.8163265306122448,1.0
144,0.8368407182232199,0.8270125769995312,0.7346938775510203,0.8775510204081632
145,0.2974656584576794,0.257004952390398,0.020408163265306117,0.7959183673469387
146,0.9349964487764978,0.9269076042218096,0.8775510204081632,0.9591836734693876
147,0.8131512011546953,0.8072345907491119,0.7142857142857142,0.836734693877551
148,0.9262883418820004,0.9220010659616156,0.8775510204081632,0.9387755102040816
149,0.8265255715149316,0.8091374480868444,0.6938775510204082,0.8775510204081632
150,0.9467493165118082,0.945151363183028,0.9183673469387754,0.9591836734693876
151,0.9803179453571044,0.9785319260539458,0.9591836734693876,1.0
152,0.22403041849601066,0.21542706568427628,0.061224489795918366,0.3877551020408163
153,1.0094558653226582,0.9910147565510392,0.9591836734693876,1.0
154,0.7137442421021543,0.6981325795960861,0.5510204081632653,0.7755102040816326
155,0.994065965838248,0.992420426060979,0.979591836734694,1.0
156,0.9483031158282896,0.9226666956714088,0.836734693877551,1.0
157,0.9378904467360004,0.9009430677069022,0.7959183673469387,1.0
158,0.8262922035425666,0.8227145948043426,0.7346938775510203,0.836734693877551
159,0.6932954729707191,0.6823148550929794,0.5510204081632653,0.7346938775510203
160,0.8653027625770645,0.8572749110712041,0.7755102040816326,0.8979591836734693
161,0.6732210435786248,0.6557847024974482,0.4897959183673469,0.7346938775510203
